distCode,distName,officeCode,officeName,shopNo,address,month,year,rcsAfsc,rcsFsc,rcsAap,totalRcs,unitsAfsc,unitsFsc,unitsAap,totalUnits,requirmentAfscQty,requirmentFscQty,requirmentAapcQty,totalReqQty,obAfscQty,obFscQty,obAapcQty,totalObQty,tobeAlloctedAfscQty,tobeAlloctedFscQty,tobeAlloctedAapcQty,totalTobeAllocatedQty,partialAllocatedPercentage,partialAllocatedAfscQty,partialAllocatedFscQty,partialAllocatedAapcQty,totalPartialAllocatedQty,finalAllocatedPercentage,finalAllocatedAfscQty,finalAllocatedFscQty,finalAllocatedAapcQty,totalFinalAllocatedQty
532,Adilabad,532001,Talamadugu,1901001,Salesman.Pendur Laxman  Talamadugu,4,2018,37,934,0,971,130,3105,0,3235,1295,18630,0,19925,46,804,0,850,1508,21552,0,23060,0,0,0,0,0,120.0,1508,21552,0,23060
532,Adilabad,532001,Talamadugu,1901002,Sunkari Ramesh  Sunkidi,4,2018,17,554,0,571,64,1869,0,1933,595,11214,0,11809,0,324,0,324,714,13133,0,13847,0,0,0,0,0,120.00169362350748,714,13133,0,13847
532,Adilabad,532001,Talamadugu,1901003,Gajanan  Umdam,4,2018,17,261,0,278,64,913,0,977,595,5478,0,6073,35,246,0,281,679,6328,0,7007,0,0,0,0,0,120.00658653054504,679,6328,0,7007
532,Adilabad,532001,Talamadugu,1901004,R.Rakesh  Lingi,4,2018,14,357,1,372,51,1277,1,1329,490,7662,10,8162,0,174,0,174,588,9020,12,9620,0,0,0,0,0,119.99509924038226,588,9020,12,9620
532,Adilabad,532001,Talamadugu,1901005,Manohar  Kuchulapur,4,2018,140,765,0,905,514,2856,0,3370,4900,17136,0,22036,35,378,0,413,5845,20185,0,26030,0,0,0,0,0,119.99909239426393,5845,20185,0,26030
532,Adilabad,532001,Talamadugu,1901006,K.Subash  Khodad,4,2018,37,427,0,464,113,1472,0,1585,1295,8832,0,10127,140,462,0,602,1414,10136,0,11550,0,0,0,0,0,119.9960501629308,1414,10136,0,11550
532,Adilabad,532001,Talamadugu,1901007,B.Swarupa  Ruyyadi,4,2018,9,495,0,504,35,1643,0,1678,315,9858,0,10173,0,456,0,456,378,11374,0,11752,0,0,0,0,0,120.00393197680134,378,11374,0,11752
532,Adilabad,532001,Talamadugu,1901008,Salesman.Bharath  Umri,4,2018,68,291,0,359,235,978,0,1213,2380,5868,0,8248,70,162,0,232,2786,6880,0,9666,0,0,0,0,0,120.00484966052376,2786,6880,0,9666
532,Adilabad,532001,Talamadugu,1901009,Salesman.Bharath  Palsi-B,4,2018,19,300,0,319,69,1183,0,1252,665,7098,0,7763,0,211,0,211,798,8307,0,9105,0,0,0,0,0,120.00515264717248,798,8307,0,9105
532,Adilabad,532001,Talamadugu,1901010,G.Jyothi  Bharampur,4,2018,105,757,0,862,369,2740,0,3109,3675,16440,0,20115,175,834,0,1009,4235,18894,0,23129,0,0,0,0,0,120.0,4235,18894,0,23129
532,Adilabad,532001,Talamadugu,1901011,Ganganna  Khajjarla,4,2018,5,541,1,547,15,1870,1,1886,175,11220,10,11405,0,654,10,664,210,12810,2,13022,0,0,0,0,0,120.0,210,12810,2,13022
532,Adilabad,532001,Talamadugu,1901012,MD.Musa  Devapur,4,2018,29,767,0,796,77,2646,0,2723,1015,15876,0,16891,0,558,0,558,1218,18493,0,19711,0,0,0,0,0,119.9988159374815,1218,18493,0,19711
532,Adilabad,532001,Talamadugu,1901013,K.Ramulu  Palli -B,4,2018,22,393,0,415,72,1477,0,1549,770,8862,0,9632,35,642,0,677,889,9992,0,10881,0,0,0,0,0,119.99584717607974,889,9992,0,10881
532,Adilabad,532001,Talamadugu,1901014,A.Shyam Rao  Palli -K,4,2018,10,162,0,172,22,562,0,584,350,3372,0,3722,35,54,0,89,385,3992,0,4377,0,0,0,0,0,119.9892530897367,385,3992,0,4377
532,Adilabad,532001,Talamadugu,1901015,Kandi Narender  Arli -K,4,2018,70,337,0,407,260,1086,0,1346,2450,6516,0,8966,105,301,0,406,2835,7518,0,10353,0,0,0,0,0,119.9977693508811,2835,7518,0,10353
532,Adilabad,532001,Talamadugu,1901016,"Salesman.Pendur Laxman  Jhari,poonaguda",4,2018,50,756,0,806,190,2837,0,3027,1750,17022,0,18772,35,930,0,965,2065,19496,0,21561,0,0,0,0,0,119.99786916684424,2065,19496,0,21561
532,Adilabad,532002,Tamsi,1902001,"M.Yeshwanth Rao, Salesman  DR DEPOT TAMSI-B",4,2018,49,708,0,757,180,2293,0,2473,1715,13758,0,15473,35,252,0,287,2023,16258,0,18281,0,0,0,0,0,120.00258514832288,2023,16258,0,18281
532,Adilabad,532002,Tamsi,1902002,"M.Yeshwanth Rao,Salesman  DR DEPOT  GIRGAON",4,2018,33,405,0,438,122,1670,0,1792,1155,10020,0,11175,35,432,0,467,1351,11592,0,12943,0,0,0,0,0,120.0,1351,11592,0,12943
532,Adilabad,532002,Tamsi,1902003,S.BHUMANNA  1-78 WADDADI,4,2018,22,297,0,319,83,979,0,1062,770,5874,0,6644,35,12,0,47,889,7037,0,7926,0,0,0,0,0,120.00301023479832,889,7037,0,7926
532,Adilabad,532002,Tamsi,1902004,A MOHAN  HASNAPUR,4,2018,9,197,0,206,35,625,0,660,315,3750,0,4065,0,78,0,78,378,4422,0,4800,0,0,0,0,0,120.0,378,4422,0,4800
532,Adilabad,532002,Tamsi,1902005,T.RUDRA DEVI  H.NO.2-47 PONNARI,4,2018,40,549,0,589,133,1830,0,1963,1400,10980,0,12380,0,162,0,162,1680,13014,0,14694,0,0,0,0,0,120.0,1680,13014,0,14694
532,Adilabad,532002,Tamsi,1902006,K.Bhagwandlu  KAPPARLA,4,2018,29,462,0,491,97,1555,0,1652,1015,9330,0,10345,10,436,0,446,1208,10760,0,11968,0,0,0,0,0,120.0,1208,10760,0,11968
532,Adilabad,532002,Tamsi,1902007,"K.ASHANNA  3-144, KHAPPARLA",4,2018,30,373,0,403,93,1223,0,1316,1050,7338,0,8388,105,888,0,993,1155,7918,0,9073,0,0,0,0,0,120.00476871721509,1155,7918,0,9073
532,Adilabad,532002,Tamsi,1902009,VIJAYA YELCHALWAR  BANDALNAGAPUR,4,2018,30,580,0,610,101,1832,0,1933,1050,10992,0,12042,0,240,0,240,1260,12950,0,14210,0,0,0,0,0,119.9966782926424,1260,12950,0,14210
532,Adilabad,532002,Tamsi,1902010,CHOTEMIYA  GHOTKURI,4,2018,22,323,0,345,80,956,0,1036,770,5736,0,6506,0,102,0,102,924,6781,0,7705,0,0,0,0,0,119.99692591454044,924,6781,0,7705
532,Adilabad,532002,Tamsi,1902011,K.RAJITHA  6-117 JAMDI,4,2018,24,319,0,343,77,1020,0,1097,840,6120,0,6960,0,294,0,294,1008,7050,0,8058,0,0,0,0,0,120.0,1008,7050,0,8058
532,Adilabad,532004,Jainad,1904001,T.Adella Bai  Jainath,4,2018,33,652,0,685,108,2057,0,2165,1155,12342,0,13497,0,510,0,510,1386,14300,0,15686,0,0,0,0,0,119.99703637845448,1386,14300,0,15686
532,Adilabad,532004,Jainad,1904002,Koppula Laxmi  Jainath,4,2018,46,627,0,673,141,1914,0,2055,1610,11484,0,13094,0,499,0,499,1932,13282,0,15214,0,0,0,0,0,120.00152741713762,1932,13282,0,15214
532,Adilabad,532004,Jainad,1904003,Dada Rao  Nirala,4,2018,20,443,0,463,69,1538,0,1607,700,9228,0,9928,0,288,0,288,840,10786,0,11626,0,0,0,0,0,120.00402900886382,840,10786,0,11626
532,Adilabad,532004,Jainad,1904004,A.Ganganna  Laxmipur,4,2018,31,488,0,519,101,1528,0,1629,1085,9168,0,10253,0,12,0,12,1302,10990,0,12292,0,0,0,0,0,120.00390129718132,1302,10990,0,12292
532,Adilabad,532004,Jainad,1904005,Goukar Waman (I/C)  Deepaiguda,4,2018,38,655,0,693,107,1994,0,2101,1330,11964,0,13294,140,822,0,962,1456,13535,0,14991,0,0,0,0,0,120.00150443809235,1456,13535,0,14991
532,Adilabad,532004,Jainad,1904006,Goukar Waman  Bahdurpur,4,2018,35,360,0,395,107,1084,0,1191,1225,6504,0,7729,1,144,0,145,1469,7661,0,9130,0,0,0,0,0,120.0025876568767,1469,7661,0,9130
532,Adilabad,532004,Jainad,1904007,Sama Sunitha  Kura,4,2018,34,380,0,414,107,1221,0,1328,1190,7326,0,8516,35,162,0,197,1393,8629,0,10022,0,0,0,0,0,119.99765147956788,1393,8629,0,10022
